"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ResponseId","Input.country","Input.hate_definition","Answer.content.attack","Answer.content.causingharm","Answer.content.dehumanization","Answer.content.form","Answer.content.harassment","Answer.content.hateful","Answer.content.incitement","Answer.content.incivility","Answer.content.law","Answer.content.misinformation","Answer.content.mocking","Answer.content.offensive","Answer.content.opinion","Answer.content.severity","Answer.flag.flag","Answer.flag_comments","Answer.other.consequences","Answer.other.example","Answer.other.existence","Answer.other.importance","Answer.other.negating","Answer.other.nonsense","Answer.other.subjective","Answer.scope.people","Answer.scope.person","Answer.sender.badfaith","Answer.sender.general","Answer.sender.hurt","Answer.sender.power","Answer.sender.prejudiced","Answer.target.age","Answer.target.caste","Answer.target.characteristics","Answer.target.class","Answer.target.ideology","Answer.target.minority","Answer.target.others","Answer.target.physical_attributes","Answer.target.profession","Answer.target.race","Answer.target.region","Answer.target.religion","Answer.target.sex","Answer.target.sexual_orientation","Answer.target.tradition","Answer.target.tribe","Answer.target.uncontrolled","Answer.target.vulnerable","Answer.target_open","Approve","Reject"
"3GL25Y6843UZO1ZJL08Z1EQOH2TXMH","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3XM0HYN6NKZYQO388DF0JDUSS8VPEU","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:22:22 PST 2024","Mon Feb 05 08:22:31 PST 2024","Mon Feb 05 08:32:31 PST 2024","Mon Feb 05 08:32:45 PST 2024","","","9","100% (1328/1328)","100% (245/245)","0% (0/0)","R_1eUZr87dNhK2nJu","idn","Hate speech is an offensive utterance and can threaten safety","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3XBXDSS888JFIJHYLO7K11BZHX3XLF","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3ZSANO2JCF7N9UJWV530W0K3RTHFSI","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:02:03 PST 2024","Mon Feb 05 08:02:22 PST 2024","Mon Feb 05 08:12:22 PST 2024","Mon Feb 05 08:12:45 PST 2024","","","19","100% (1328/1328)","100% (245/245)","0% (0/0)","R_33gw8lywNwRQWtn","idn","The utterances that are attacking, prejudice, mentereotype, negatively define,","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"359AP8GAGGKS00H1QYAN4J8OLVB7CF","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3LQ8PUHQFLSITC76LJXMVJQTYASIHR","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:22:42 PST 2024","Mon Feb 05 08:22:53 PST 2024","Mon Feb 05 08:32:53 PST 2024","Mon Feb 05 08:33:45 PST 2024","","","11","100% (1328/1328)","100% (245/245)","0% (0/0)","R_2BwUqLhxI2cLLIq","idn","Let alone humans, fish will avoid problems if they are able to protect their mouths","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3QQUBC64ZEE56JKJX1NZETFOMS3XNH","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","39N5ACM9HENHVSCR02ZERZTH1BFP9K","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:18:33 PST 2024","Mon Feb 05 08:18:45 PST 2024","Mon Feb 05 08:28:45 PST 2024","Mon Feb 05 08:29:45 PST 2024","","","12","100% (1328/1328)","100% (245/245)","0% (0/0)","R_2dSyZsO3klNMgqP","idn","None","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3UUSLRKAUL325SNFQU5YOPQ66VN7DF","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3FQ5JJ512LO193J5OKDBDJ22CQQNKG","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:18:19 PST 2024","Mon Feb 05 08:18:25 PST 2024","Mon Feb 05 08:28:25 PST 2024","Mon Feb 05 08:28:45 PST 2024","","","6","100% (1328/1328)","100% (245/245)","0% (0/0)","R_1gHezd38TVa70d9","idn","....","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3LEG2HW4UFNSHB45BOJTGYCJ7SH2F5","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3907X2AHF056V8RSFTKZHCL3V55P2S","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:09:04 PST 2024","Mon Feb 05 08:09:21 PST 2024","Mon Feb 05 08:19:21 PST 2024","Mon Feb 05 08:19:45 PST 2024","","","17","100% (1328/1328)","100% (245/245)","0% (0/0)","R_81FHfwndpjsOHlL","idn","I think the words of hatred are like inciting others to dislike him","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3INZSNUD80Q6JBB85R3I2LHC1LB9DT","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3ZGVPD4G6THUTBNBLH2X9XW75HPTZ9","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:15:03 PST 2024","Mon Feb 05 08:15:47 PST 2024","Mon Feb 05 08:25:47 PST 2024","Mon Feb 05 08:26:45 PST 2024","","","44","100% (1328/1328)","100% (245/245)","0% (0/0)","R_1r2ZAoimOSgL2eR","idn","The person forces his mind or opinion to get unnecessary attention","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","would we even consider this a definition?","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"335VBRURDJ0BBHP81ME283ZX1XC9EM","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3YOH7BII097EH8SEQBZ2N0WFYTSKVU","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:26:57 PST 2024","Mon Feb 05 08:27:11 PST 2024","Mon Feb 05 08:37:11 PST 2024","Mon Feb 05 08:37:45 PST 2024","","","14","100% (1328/1328)","100% (245/245)","0% (0/0)","R_31hdqYoHcE619C7","idn","Utterances addressed to a party that is dedicating or insulting","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3HEA4ZVWVDMSEBU3NV8ISTOI28U55Q","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:46 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","339ANSOTR529V28ER40J8B6LQRWIKV","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:30:12 PST 2024","Mon Feb 05 08:30:23 PST 2024","Mon Feb 05 08:40:23 PST 2024","Mon Feb 05 08:40:45 PST 2024","","","11","100% (1328/1328)","100% (245/245)","0% (0/0)","R_2Pb3zziRv2e5nnd","idn","A comment or post that seems to invite others to corner one of the parties","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3L1EFR8WWT53HVP4WXY8QLKXDYR9F4","3Z2MMRQPGDKMTHEDKXXAB4HCVO2F83","Classification of hate speech definitions BR/CO/IDN/PO 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Jan 26 02:36:47 PST 2024","2","BatchId:397738;OriginalHitTemplateId:921587254;","3600","600","Sun May 26 03:37:32 PDT 2024","","","3GNCZX450INV0BMWS8DENU417TXPAZ","A30NFMEAMKLAM8","Approved","Mon Feb 05 08:18:46 PST 2024","Mon Feb 05 08:18:53 PST 2024","Mon Feb 05 08:28:53 PST 2024","Mon Feb 05 08:29:45 PST 2024","","","7","100% (1328/1328)","100% (245/245)","0% (0/0)","R_8vHENviN2gSg8PD","idn","Who expresses hatred towards others","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
