"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ResponseId","Input.country","Input.hate_definition","Answer.content.attack","Answer.content.causingharm","Answer.content.dehumanization","Answer.content.form","Answer.content.harassment","Answer.content.hateful","Answer.content.incitement","Answer.content.incivility","Answer.content.law","Answer.content.misinformation","Answer.content.mocking","Answer.content.offensive","Answer.content.opinion","Answer.content.severity","Answer.content_open","Answer.flag.flag","Answer.flag_comments","Answer.other.consequences","Answer.other.example","Answer.other.existence","Answer.other.importance","Answer.other.negating","Answer.other.nonsense","Answer.other.subjective","Answer.scope.people","Answer.scope.person","Answer.scope_open","Answer.sender.badfaith","Answer.sender.general","Answer.sender.hurt","Answer.sender.power","Answer.sender.prejudiced","Answer.target.age","Answer.target.caste","Answer.target.characteristics","Answer.target.class","Answer.target.ideology","Answer.target.minority","Answer.target.others","Answer.target.physical_attributes","Answer.target.profession","Answer.target.race","Answer.target.region","Answer.target.religion","Answer.target.sex","Answer.target.sexual_orientation","Answer.target.tradition","Answer.target.tribe","Answer.target.uncontrolled","Answer.target.vulnerable","Answer.target_open","Approve","Reject"
"3TKXBROM5TACXY43JHV6ICBSO70JIS","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:04 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:04 PST 2024","","","3X66WABAJWIP3DUCGA8H6DC30PL3GA","A30NFMEAMKLAM8","Approved","Sat Dec 23 03:36:54 PST 2023","Sat Dec 23 03:37:08 PST 2023","Sat Dec 23 03:47:08 PST 2023","Sat Dec 23 03:47:45 PST 2023","","","14","100% (1083/1083)","0% (0/0)","0% (0/0)","R_1MRSpUXP1jWrZC4","indeng","We must respect our social platform,with Togetherness..Lack of tolerance, absences of clear conceptions can generate hate speech..","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","true","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3TKXBROM5TACXY43JHV6ICBSO70JIS","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:04 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:04 PST 2024","","","39ZSFO5CA8WJT9XW30PLQZUJ5UFJUV","AII5BIP222H36","Approved","Sat Jan 06 06:28:10 PST 2024","Sat Jan 06 06:28:28 PST 2024","Sat Jan 06 06:38:28 PST 2024","Sat Jan 06 06:38:45 PST 2024","","","18","100% (801/801)","100% (540/540)","0% (0/0)","R_1MRSpUXP1jWrZC4","indeng","We must respect our social platform,with Togetherness..Lack of tolerance, absences of clear conceptions can generate hate speech..","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","","true","false","false","false","false","true","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3NFWQRSHVEEIW5CCA34II26KGNRFGT","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:01 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:01 PST 2024","","","3RXCAC0YIRPB4A0ISR3DXUKEGB8G8A","A30NFMEAMKLAM8","Approved","Thu Dec 21 08:21:09 PST 2023","Thu Dec 21 08:21:18 PST 2023","Thu Dec 21 08:31:18 PST 2023","Thu Dec 21 08:31:45 PST 2023","","","9","100% (1083/1083)","0% (0/0)","0% (0/0)","R_1ifez47hlOotrGE","gbr","Speech that makes people feel threatend or harrassed","true","false","false","false","true","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","true","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3NFWQRSHVEEIW5CCA34II26KGNRFGT","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:01 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:01 PST 2024","","","3RWE2M8QWHAZWDC1KR3TUZNTYQJ0NI","AII5BIP222H36","Approved","Sun Jan 07 08:19:48 PST 2024","Sun Jan 07 08:20:01 PST 2024","Sun Jan 07 08:30:01 PST 2024","Sun Jan 07 08:30:45 PST 2024","","","13","100% (801/801)","100% (540/540)","0% (0/0)","R_1ifez47hlOotrGE","gbr","Speech that makes people feel threatend or harrassed","true","false","false","true","true","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","false","true","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",""
"3IZPORCT1F9TZRCWL4MUKRW4YBFHRP","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:02 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:02 PST 2024","","","3EQHHY4HQSSSHSHGUTWALAANEL75GX","A30NFMEAMKLAM8","Approved","Thu Dec 21 08:21:19 PST 2023","Thu Dec 21 08:21:43 PST 2023","Thu Dec 21 08:31:43 PST 2023","Thu Dec 21 08:31:45 PST 2023","","","24","100% (1083/1083)","0% (0/0)","0% (0/0)","R_3qVZSYzzynk8VEg","indeng","It is a speech primarily against a group of persons in terms of race, ethnicity, gender, sexual orientation, religious belief and more","false","false","false","false","false","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","true","true","true","false","false","false","false",""
"3IZPORCT1F9TZRCWL4MUKRW4YBFHRP","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:02 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 03:00:02 PST 2024","","","3HWRJOOET52V3GJ00UJUEIZ3FPQESH","AII5BIP222H36","Approved","Thu Jan 04 05:54:52 PST 2024","Thu Jan 04 05:56:10 PST 2024","Thu Jan 04 06:06:10 PST 2024","Thu Jan 04 06:06:45 PST 2024","","","78","100% (801/801)","100% (540/540)","0% (0/0)","R_3qVZSYzzynk8VEg","indeng","It is a speech primarily against a group of persons in terms of race, ethnicity, gender, sexual orientation, religious belief and more","false","false","false","true","false","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","true","false","","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","true","true","true","false","false","false","false",""
"3RIHDBQ1NEY22BZ4GWQDYS2USOGHM1","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 02:59:46 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 02:59:46 PST 2024","","","308Q0PEVB8DPE6PNN79UI2S5FUNI9Y","A30NFMEAMKLAM8","Approved","Sat Dec 23 05:03:32 PST 2023","Sat Dec 23 05:03:47 PST 2023","Sat Dec 23 05:13:47 PST 2023","Sat Dec 23 05:14:45 PST 2023","","","15","100% (1083/1083)","0% (0/0)","0% (0/0)","R_3oZ2nt96rHj7mc2","nig","Hate speech is  when you are stereotyping a particular tribe or a particular race, or making false allegations against a tribe or a race. Calling for violence against them, or calling for violence against individual.","false","false","false","false","false","false","false","false","false","true","false","false","false","false","","false","","false","false","false","false","false","false","false","true","true","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false",""
"3RIHDBQ1NEY22BZ4GWQDYS2USOGHM1","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 02:59:46 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Mon Jan 08 02:59:46 PST 2024","","","3VZLGYJEYLA1ASWVQR3UY0HDIBBXZQ","AII5BIP222H36","Approved","Sun Jan 07 08:18:35 PST 2024","Sun Jan 07 08:19:02 PST 2024","Sun Jan 07 08:29:02 PST 2024","Sun Jan 07 08:29:45 PST 2024","","","27","100% (801/801)","100% (540/540)","0% (0/0)","R_3oZ2nt96rHj7mc2","nig","Hate speech is  when you are stereotyping a particular tribe or a particular race, or making false allegations against a tribe or a race. Calling for violence against them, or calling for violence against individual.","false","false","false","false","false","false","true","false","false","true","false","false","true","false","","false","","false","false","false","false","false","false","false","true","true","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false",""
"3RWSQDNYL9MCI5GHZJY00H68F8RFFU","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:01 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Sun Jan 14 11:48:10 PST 2024","","","3B2X28YI3WFS9F9JJQE1C5XQU3V6B2","A30NFMEAMKLAM8","Approved","Sat Dec 23 04:20:03 PST 2023","Sat Dec 23 04:20:19 PST 2023","Sat Dec 23 04:30:19 PST 2023","Sat Dec 23 04:30:45 PST 2023","","","16","100% (1083/1083)","0% (0/0)","0% (0/0)","R_2ARWAln1V7eXecz","gbr","Speech that specifically targets a minority in a derogatory manner with the intention to cause harm","false","false","true","false","false","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","true","false","","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",""
"3RWSQDNYL9MCI5GHZJY00H68F8RFFU","3K4OUUN0MMLUBUW7NWHS8GX4IGEMC2","Classification of hate speech definitions 2","Your task is to classify definitions of hate speech based on their content","text, definition, classification, hate speech","$0.00","Fri Dec 08 03:00:01 PST 2023","2","BatchId:395273;OriginalHitTemplateId:921587254;","3600","600","Sun Jan 14 11:48:10 PST 2024","","","3XM0HYN6NKZYQO388DF0JDUSS6ZPEU","AII5BIP222H36","Approved","Tue Jan 09 10:51:50 PST 2024","Tue Jan 09 10:52:06 PST 2024","Tue Jan 09 11:02:06 PST 2024","Tue Jan 09 11:02:45 PST 2024","","","16","100% (801/801)","100% (540/540)","0% (0/0)","R_2ARWAln1V7eXecz","gbr","Speech that specifically targets a minority in a derogatory manner with the intention to cause harm","false","false","true","true","false","false","false","false","false","false","false","false","false","false","","false","","false","false","false","false","false","false","false","false","false","","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",""
